INSTNM,STABBR,IS_PUBLIC,Affordability_Score,Access_Score,Outcomes_Score,Overall_Score
Federico Beauty Institute,CA,0,0.653683861655598,0.7594806978478793,0.3380613028303162,0.5837419541112645
Ross College-Grand Rapids North,MI,0,0.653683861655598,0.7587787734585776,0.338665467720409,0.5837093676115283
Iowa Lakes Community College,IA,1,0.732877584718981,0.6431213906420334,0.3751279376613821,0.5837089710074655
Richland Community College,IL,1,0.7234340002842725,0.6644367153843557,0.36305862515790716,0.5836431136088451
VanderCook College of Music,IL,0,0.5523879935016731,0.842351381209195,0.35580917773121457,0.5835161841473608
University of Management and Technology,VA,0,0.6902493429495178,0.6140625843522953,0.44623478875369704,0.5835155720185033
Southwest Technology Center,OK,1,0.653683861655598,0.7053324020940177,0.3915131132454739,0.5835097923316965
The Evergreen State College,WA,1,0.5506029014468354,0.845318445094337,0.3545884310542415,0.5835032591984713
Azusa Pacific University,CA,0,0.4502943239238654,0.8260750261660041,0.47413274732190375,0.5835006991372578
Front Range Community College,CO,1,0.6680324721644633,0.6994760988535393,0.3829652988745308,0.5834912899641779
Beaumont Adult School,CA,1,0.653683861655598,0.7001233823704271,0.39664571775158664,0.5834843205925373
North Dakota State University-Main Campus,ND,1,0.662220762606329,0.6529111469761896,0.4353157202211324,0.5834825432678837
Allstate Hairstyling & Barber College,OH,0,0.653683861655598,0.7288381428854316,0.367837401614961,0.5834531353853302
Skinworks School of Advanced Skincare,UT,0,0.653683861655598,0.7423340444606015,0.35402132534360187,0.5833464104866004
Baltimore City Community College,MD,1,0.7393763266519986,0.6549702317849737,0.3553163639737546,0.583220974136909
Arizona College of Nursing-Tucson,AZ,0,0.6021191633126809,0.7965921031354173,0.35095083296970264,0.5832206998059336
University of Wisconsin-Green Bay,WI,1,0.6767786777117875,0.6895637451679579,0.3832990691606284,0.5832138306801246
Shelton State Community College,AL,1,0.7283694835052906,0.6687453596417374,0.35248853664095897,0.5832011265959957
Life Pacific University,CA,0,0.6122508938440516,0.8348333552072771,0.302491361994213,0.5831918703485139
Central Christian College of the Bible,MO,0,0.6951374509321299,0.6841671702041854,0.37025665742949626,0.5831870928552705
University of Wyoming,WY,1,0.6136177174663316,0.7132196617171662,0.42269911789539405,0.5831788323596306
National American University-Rapid City,SD,0,0.6446855615212491,0.7784646407269771,0.32633376286177807,0.5831613217033348
Salon Professional Academy of San Antonio,TX,0,0.653683861655598,0.7278777094108607,0.367837401614961,0.5831329908938065
Rock Valley College,IL,1,0.6674767092875922,0.7177040814285333,0.36407955193977704,0.5830867808853009
Miller-Motte College-Arizona Automotive Institute,AZ,0,0.653683861655598,0.7539287568040303,0.3415464391870554,0.5830530192155612
Harmony Health Care Institute,NH,0,0.653683861655598,0.7275872406887902,0.367837401614961,0.5830361679864497
Southern Technical College,FL,0,0.653683861655598,0.7572475117329105,0.3381647940383414,0.58303205580895
University of Wisconsin-Superior,WI,1,0.678763344184949,0.6938000858493871,0.3763584113389966,0.5829739471244443
North Dakota State College of Science,ND,1,0.7447073052197353,0.6083262272194004,0.39584016456479615,0.5829578990013107
Piedmont Technical College,SC,1,0.7154594336460098,0.678629721430227,0.35459751963693115,0.5828955582377227
Muskegon Community College,MI,1,0.7408945558073777,0.6509498569802052,0.35678202324416497,0.5828754786772493
G Skin & Beauty Institute,IL,0,0.653683861655598,0.7590081299985602,0.3357565256569991,0.5828161724370524
Empire Beauty School-Rochester,NY,0,0.653683861655598,0.7730199651918731,0.321743256678457,0.5828156945086428
San Antonio College,TX,1,0.7347731397352525,0.6478853032797758,0.36562632594080174,0.5827615896519434
University of South Carolina-Salkehatchie,SC,1,0.653318126130073,0.7526687419951371,0.3422680805835552,0.5827516495695885
Greenfield Community College,MA,1,0.7341150430089345,0.6555542530889109,0.3584127090354804,0.5826940017111086
Genesee Valley BOCES-Practical Nursing Program,NY,1,0.653683861655598,0.7092175181488858,0.3851609907204701,0.5826874568416512
West Shore Community College,MI,1,0.7970050653084009,0.5954808137353289,0.35556809934462663,0.5826846594627855
Empire Beauty School-Michigan,MI,0,0.653683861655598,0.7771936324322368,0.3171420935108518,0.5826731958662289
Aveda Arts & Sciences Institute Lafayette-Arlington,VA,0,0.653683861655598,0.772794343466235,0.321413203636647,0.58263046958616
Wade Gordon Hairdressing Academy,TX,0,0.653683861655598,0.7263141911450444,0.367837401614961,0.5826118181385345
Chancellor Institute,FL,0,0.653683861655598,0.7263106051499533,0.367837401614961,0.5826106228068374
Western Technical College,TX,0,0.653683861655598,0.68709398786483,0.4069793705466469,0.5825857400223583
Paul Mitchell the School-Tulsa,OK,0,0.653683861655598,0.7261863280874525,0.367837401614961,0.5825691971193372
Annenberg School of Nursing,CA,0,0.653683861655598,0.726137755273019,0.367837401614961,0.5825530061811927
Moore Norman Technology Center,OK,1,0.653683861655598,0.7443123834688584,0.3496523181291342,0.5825495210845302
Mercy College of Health Sciences,IA,0,0.6332584396846725,0.7724020585972868,0.3419363418413037,0.5825322800410877
Southern Careers Institute-Waco,TX,0,0.653683861655598,0.763661392312958,0.33017079748331674,0.5825053504839576
Harding University,AR,0,0.5836291313209291,0.7171001701980905,0.44669870361217767,0.582476001710399
Galen Health Institutes-Richmond,VA,0,0.574703721363716,0.7462073187009339,0.42651551803538923,0.5824755193666797
Aveda Arts & Sciences Institute Minneapolis,MN,0,0.653683861655598,0.7422435128829886,0.35149558045585266,0.5824743183314798
Southern Union State Community College,AL,1,0.7374685432661667,0.6529961502193158,0.35691628210863,0.5824603251980375
Phillips Community College of the University of Arkansas,AR,1,0.7880704242451418,0.6220465367249355,0.337210996688704,0.582442652552927
PCI Health Training Center,TX,0,0.653683861655598,0.7435669667846145,0.34992083585806444,0.5823905547660924
H W Brewster Technical College,FL,1,0.653683861655598,0.7632646272836181,0.33022114455749113,0.5823898778322357
Emmaus Bible College,IA,0,0.6262518124130949,0.7658722114161172,0.3550389052221673,0.5823876430171264
Pinellas Technical College-St. Petersburg,FL,1,0.653683861655598,0.737689111356318,0.3557722847010006,0.5823817525709721
Greensboro College,NC,0,0.6063824082575708,0.80329428081672,0.3374316956535969,0.5823694615759626
Boise Barber College,ID,0,0.653683861655598,0.7255399425269482,0.367837401614961,0.5823537352658358
Eastern Virginia Career College,VA,0,0.653683861655598,0.7344345220086861,0.3588938032998135,0.5823373956546992
Hawaii Medical College,HI,0,0.5611695365122958,0.8225259462250832,0.3633019693497501,0.582332484029043
Avalon Institute-Aurora,CO,0,0.653683861655598,0.770365212463782,0.3227082422667997,0.5822524387953932
Louisiana State University Health Sciences Center-Shreveport,LA,1,0.653683861655598,0.6296228062028463,0.46341153222619746,0.582239400028214
Paul Mitchell the School-San Diego,CA,0,0.653683861655598,0.7631665912941958,0.32978480324797965,0.5822117520659246
Southern Oklahoma Technology Center,OK,1,0.653683861655598,0.7572128796444915,0.335700584463472,0.5821991085878538
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,NY,1,0.653683861655598,0.7061439270342253,0.3867693000343746,0.5821990295747327
Universal Technical Institute of California Inc,CA,0,0.653683861655598,0.6903291656420769,0.40244122540099564,0.5821514175662236
National University of Health Sciences,IL,0,0.653683861655598,0.6738309127898573,0.41880402450767656,0.5821062663177106
Mid-Del Technology Center,OK,1,0.653683861655598,0.7446108261406419,0.3475209586557512,0.5819385488173304
Tigi Hairdressing Academy-Colorado Springs,CO,0,0.653683861655598,0.7747011612059099,0.31743019065751643,0.5819384045063414
The University of Montana-Western,MT,1,0.6513792267655225,0.7034200616318744,0.39098629665503026,0.581928528350809
Florida Gateway College,FL,1,0.746989679517535,0.6382481814330117,0.36054406850886345,0.5819273098198033
Orange Ulster BOCES-Practical Nursing Program,NY,1,0.653683861655598,0.6758447762598812,0.4162055560683421,0.581911397994607
St Lukes Hospital School of Nursing,PA,0,0.653683861655598,0.6130121763179655,0.4789995458025278,0.5818985279253638
Thomas Jefferson University,PA,0,0.4182075664419532,0.8298520904355252,0.49756176802541197,0.5818738083009635
Southern Maine Community College,ME,1,0.7401546971844526,0.6343706490591396,0.37108059230969537,0.5818686461844292
Nightingale College,UT,0,0.653683861655598,0.8295613784533775,0.26229945092354434,0.5818482303441733
Western Washington University,WA,1,0.5597308527800947,0.7384075957105609,0.4472380442629391,0.5817921642511982
Compton College,CA,1,0.7109723764243943,0.6841141484411521,0.35015858593055466,0.5817483702653671
American Career College-Ontario,CA,0,0.653683861655598,0.7292977476666535,0.36221671019532414,0.5817327731725251
Dalton Institute of Esthetics and Cosmetology,GA,0,0.653683861655598,0.723592228617891,0.367837401614961,0.5817044972961499
Pontotoc Technology Center,OK,1,0.653683861655598,0.7223085414471404,0.36910586817818825,0.5816994237603089
The University of Texas Permian Basin,TX,1,0.6238591265369635,0.7627033733488068,0.35832372069056734,0.5816287401921125
Indiana University-South Bend,IN,1,0.6600117978219048,0.7365965798924896,0.3482306160365299,0.5816129979169747
Casper College,WY,1,0.7395370015995264,0.6361910140329271,0.36904992698466116,0.5815926475390383
University of the District of Columbia,DC,1,0.6789993150804992,0.7198549175090976,0.3456642422850724,0.5815061582915564
Northwestern Michigan College,MI,1,0.7470022731035777,0.613824254164159,0.3836825305225981,0.5815030192634449
Elevate Salon Institute-Westminster,CO,0,0.653683861655598,0.7229492760343714,0.367837401614961,0.5814901797683102
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,FL,0,0.653683861655598,0.7009922793650961,0.38976495094775154,0.581480363989482
Erwin Technical College,FL,1,0.653683861655598,0.7299555912601304,0.360745456805561,0.5814616365737632
GateWay Community College-Central City,AZ,1,0.653683861655598,0.7070442882315253,0.38362820201782716,0.5814521173016501
Trinity Health System School of Nursing,OH,0,0.7457656497184686,0.5435289915703834,0.45498958554069036,0.5814280756098474
Pennsylvania State University-Penn State Wilkes-Barre,PA,1,0.6142391064875325,0.681830612692016,0.4481583707065849,0.5814093632953777
Avenue Five Institute,TX,0,0.653683861655598,0.7512755572754266,0.33924725613309104,0.5814022250213718
College Unbound,RI,0,0.6764956851677928,0.769193280296149,0.2985176830267317,0.5814022161635578
Great Basin College,NV,1,0.7370296237437066,0.7117467106504214,0.29512624816915045,0.5813008608544261
Midwestern Baptist Theological Seminary,MO,0,0.6582834218466961,0.730604678805039,0.35500306591062075,0.5812970555207853
Citizens School of Nursing,PA,0,0.653683861655598,0.6399440778020339,0.4501758458376822,0.5812679284317714
University of Arkansas Grantham,AR,1,0.7540602694404107,0.7557540594530745,0.2339770170901293,0.5812637819945382
Pennsylvania Institute of Technology,PA,0,0.6839923998068573,0.7053742433403425,0.35441571075796807,0.5812607846350559
The Salon Professional Academy-Colorado Springs,CO,0,0.653683861655598,0.7545560767468005,0.33548241380871624,0.5812407840703716
Hawaii Pacific University,HI,0,0.5049623149291703,0.8863149331272884,0.35230285738558925,0.5811933684806826
Ocean Corporation,TX,0,0.653683861655598,0.6856583964719678,0.4041222582664854,0.5811548387980171
Glendale Career College-North-West College-MFSON,CA,0,0.653683861655598,0.7191978003736483,0.37055194803086416,0.5811445366867035
Tricoci University of Beauty Culture-Glendale Heights,IL,0,0.653683861655598,0.7587347515518711,0.33099593008784167,0.5811381810984368
The Fab School,CA,0,0.653683861655598,0.7218809977518335,0.367837401614961,0.5811340870074642
Academy of Art University,CA,0,0.5327965828278949,0.87713092547717,0.33327484967381654,0.5810674526596271
International College of Beauty Arts & Sciences,CA,0,0.653683861655598,0.7215606144969486,0.367837401614961,0.5810272925891692
Citadel Military College of South Carolina,SC,1,0.49422590019950763,0.7424754291964761,0.5063581099700654,0.5810198131220164
Seminole State College,OK,1,0.6742570374330803,0.7152530318185213,0.3535402310792687,0.5810167667769567
Henderson Community College,KY,1,0.7692650790482525,0.6193162099939695,0.35444647841440796,0.5810092558188766
Pinellas Technical College-Clearwater,FL,1,0.653683861655598,0.7379226111239118,0.35140607454620926,0.5810041824419063
Marion Technical College,OH,1,0.76045942238643,0.6119197999137096,0.3706162804034203,0.5809985009011867
Oregon Institute of Technology,OR,1,0.5281113854211079,0.7669277973815727,0.4479236854344541,0.5809876227457116
Ensign College,UT,0,0.7773235929054045,0.6224069940068322,0.3432148577364769,0.5809818148829046
Angelo State University,TX,1,0.6474482646503785,0.7142436895718122,0.38109685388426456,0.5809296027021517
Ridgewater College,MN,1,0.75085359728009,0.6147922752063301,0.37713902356868184,0.580928298685034
Beverly Hills Design Institute,CA,0,0.6401620448264276,0.7347137158861375,0.367837401614961,0.5809043874425087
University of Louisiana at Lafayette,LA,1,0.6021480272287834,0.750781535744802,0.38961348529805195,0.5808476827572124
Crescent City Bartending School,LA,0,0.653683861655598,0.771562454495359,0.3172260053011425,0.5808241071506998
University of Wisconsin-Oshkosh,WI,1,0.6757506428716601,0.6676763196556094,0.3988322050611305,0.5807530558627999
Pima Medical Institute-Phoenix,AZ,0,0.653683861655598,0.7207077242166938,0.367837401614961,0.5807429958290843
Stautzenberger College-Rockford Career College,IL,0,0.6591355570584715,0.7331271784495925,0.34994321233547526,0.5807353159478464
Sofia University,CA,0,0.653683861655598,0.7205850161314665,0.367837401614961,0.5807020931340086
University of Massachusetts-Dartmouth,MA,1,0.5362677988237156,0.8027393762785747,0.40306018371103547,0.5806891196044419
John Patrick University of Health and Applied Sciences,IN,0,0.6511556116803422,0.8839227307787245,0.206823099716413,0.5806338140584932
North Central Institute,TN,0,0.653683861655598,0.6797023225298089,0.40846609194386585,0.5806174253764242
Northeast Technology Center,OK,1,0.653683861655598,0.7372093107631013,0.3509305744012288,0.5806079156066427
Northwest College,WY,1,0.7201554765606087,0.6636086095743479,0.35790364417438364,0.5805559101031135
California Institute of Arts & Technology,CA,0,0.6028531149473788,0.7090835068447695,0.4296089730680275,0.5805151982867253
William T McFatter Technical College,FL,1,0.653683861655598,0.7167371311752285,0.3710666070113136,0.5804958666140467
Cayuga County Community College,NY,1,0.7362777346500412,0.6423426253116823,0.3628236721450933,0.5804813440356056
Lewis and Clark Community College,IL,1,0.7792755534175018,0.6018994916514608,0.36006856836388296,0.5804145378109485
Treasure Coast Technical College,FL,1,0.653683861655598,0.7197163803377167,0.367837401614961,0.5804125478694252
Design Institute of San Diego,CA,0,0.5461284715013157,0.8235672351883321,0.37150276492752066,0.5803994905390562
Academy of Hair Design-Las Vegas,NV,0,0.653683861655598,0.7646956267930411,0.32277537169903225,0.5803849533825571
University of Pittsburgh-Greensburg,PA,1,0.5803428940193582,0.7496817058022849,0.4109712427465738,0.580331947522739
Avalon Institute-Mesa,AZ,0,0.653683861655598,0.7464562126162123,0.3407101183438251,0.5802833975385452
Pinnacle Career Institute,MO,0,0.653683861655598,0.7368508203862327,0.35024809184019806,0.5802609246273429
Northeastern Junior College,CO,1,0.7116918455983782,0.6628124996464548,0.3661353908018985,0.5802132453489105
Orangeburg Calhoun Technical College,SC,1,0.7460243057876581,0.63997901668332,0.35457794021919664,0.5801937542300583
San Joaquin Valley College-Trades Education Center,CA,0,0.653683861655598,0.7251446721603433,0.3617272247519619,0.5801852528559677
Empire Beauty School-Avondale,AZ,0,0.653683861655598,0.7661936384659079,0.3205321298385949,0.5801365433200337
Loraines Academy & Spa,FL,0,0.653683861655598,0.7808154562328029,0.30585595771675655,0.5801184252017192
Empire Beauty School-West Mifflin,PA,0,0.653683861655598,0.7618203689355183,0.3246829663983068,0.5800623989964744
Arrojo Cosmetology School,NY,0,0.653683861655598,0.7186126234785376,0.367837401614961,0.5800446289163655
Northwest Kansas Technical College,KS,1,0.653683861655598,0.723846709337193,0.3625635455951922,0.5800313721959944
University of Guam,GU,1,0.7262574818483257,0.6568512977749095,0.35698243304311317,0.5800304042221162
University of North Dakota,ND,1,0.6562113733238468,0.6213286302693459,0.4624265923159068,0.5799888653030332
Southern Careers Institute-Austin,TX,0,0.653683861655598,0.7560115526236495,0.33017079748331674,0.5799554039208548
Texas Tech University,TX,1,0.5906229870208328,0.6823970978544752,0.46671101315257474,0.5799103660092942
Chattanooga State Community College,TN,1,0.7002983801394007,0.6796826966665286,0.35971613884466214,0.5798990718835305
Broken Arrow Beauty College,OK,0,0.653683861655598,0.7650427371929451,0.32090413877555024,0.5798769125413644
ATA College,KY,0,0.6438762261205926,0.7444812765966254,0.3512662215623915,0.5798745747598698
Hinton Barber and Beauty College,CA,0,0.653683861655598,0.7180160103166822,0.367837401614961,0.5798457578624138
San Joaquin Valley College-Visalia,CA,0,0.653683861655598,0.724014200224623,0.3617272247519619,0.5798084288773943
Summit College,CA,0,0.653683861655598,0.718754680907588,0.36695772634674706,0.579798756303311
Northcentral Technical College,WI,1,0.7504866717439337,0.6086906447166784,0.38021019509332044,0.5797958371846442
P B Cosmetology Education Center,NJ,0,0.653683861655598,0.7560517390002612,0.3295134884593731,0.5797496963717441
Yeshiva Gedolah of Woodlake Village,NJ,0,0.7521676407993269,0.5876613884928606,0.3993778735726053,0.5797356342882642
North Iowa Area Community College,IA,1,0.7402959121878803,0.622689119982671,0.376118096786812,0.5797010429857877
Gateway Community and Technical College,KY,1,0.7655081823983358,0.6179295696978179,0.35565760525427,0.5796984524501412
Hair Professionals Career College,IL,0,0.653683861655598,0.7646414581205961,0.32047339158539145,0.5795995704538619
Luna Community College,NM,1,0.7992215611714576,0.5941232290823388,0.34534764328722284,0.5795641445136731
Ranken Technical College,MO,0,0.6438695813236541,0.6837259564270101,0.41106176332352395,0.5795524336913961
Massachusetts Maritime Academy,MA,1,0.5495764276496193,0.6896712801644173,0.4993337051622406,0.5795271376587591
Davis College,OH,0,0.6531547633468817,0.7424842793621027,0.3429058101897643,0.5795149509662495
Illinois State University,IL,1,0.5575228188442186,0.7288434855154523,0.45213552605262447,0.5795006101374318
University of Northern Iowa,IA,1,0.6333514231142213,0.6598092373592758,0.4453170141089108,0.5794925581941359
Jones County Junior College,MS,1,0.7555853918941591,0.6349156964657185,0.3479097499507647,0.5794702794368808
Texas State Technical College,TX,1,0.6938042202865684,0.6810336733083978,0.36340266349809897,0.5794135190310218
Orange Technical College-South Campus,FL,1,0.653683861655598,0.736707220084428,0.34783422933950303,0.5794084370265097
Watts College of Nursing,NC,0,0.653683861655598,0.7166679331808956,0.367837401614961,0.5793963988171515
InterCoast Colleges-Riverside,CA,0,0.653683861655598,0.728940620622121,0.3554953757930414,0.5793732860235868
Lincoln College of Technology-Nashville,TN,0,0.653683861655598,0.7000750316833013,0.3843246698772397,0.579361187738713
Northwest College of Art & Design,WA,0,0.6330826570585775,0.7511436941855517,0.3537436659546449,0.5793233390662581
Ohio University-Zanesville Campus,OH,1,0.7810863075053793,0.5786343561511543,0.37817131251981556,0.5792973253921164
Concorde Career College-Southaven,MS,0,0.653683861655598,0.7411537683585586,0.3429365778462042,0.5792580692867869
Southern Technical College,FL,0,0.6551019129796052,0.7268840873698793,0.35567998173168086,0.5792219940270551
University of Phoenix-Arizona,AZ,0,0.7169859935999798,0.792328628166062,0.22832388785287172,0.5792128365396378
Robert Fiance Beauty Schools-North Plainfield,NJ,0,0.653683861655598,0.7607343126859991,0.3231054247408422,0.5791745330274798
Missouri State University-Springfield,MO,1,0.639724499782466,0.6878056638743664,0.40994193881165136,0.5791573674894946
San Joaquin Valley College-Modesto,CA,0,0.653683861655598,0.7220275088097143,0.3617272247519619,0.5791461984057581
California Indian Nations College,CA,1,0.6964584219543192,0.6730542385380274,0.367837401614961,0.5791166873691025
State College of Florida-Manatee-Sarasota,FL,1,0.6439396781416142,0.7260322587340231,0.36732414116434964,0.5790986926799957
Poway Adult School,CA,1,0.653683861655598,0.7156529402779443,0.367837401614961,0.5790580678495011
Phagans School of Beauty,OR,0,0.653683861655598,0.7633941381346457,0.3199839061420292,0.5790206353107576
University of the Potomac-VA Campus,VA,0,0.7003977497587714,0.6848492347356976,0.3518011391113148,0.579016041201928
University of South Florida,FL,1,0.6456894548803127,0.6124951555372707,0.47883576230196667,0.5790067909065167
Fairleigh Dickinson University-Florham Campus,NJ,0,0.48499387378243325,0.8294925963828674,0.42252750084075097,0.5790046570020172
Southwestern College,CA,1,0.6953820940671589,0.6748572999417877,0.3666024997678499,0.5789472979255988
Institute of American Indian and Alaska Native Culture and Arts Development,NM,1,0.7066857749270326,0.7717099650106656,0.258357321531685,0.5789176871564611
Nicolet Area Technical College,WI,1,0.7591827366302781,0.6148765170550765,0.36263906620645386,0.5788994399639361
The College of Health Care Professions-Dallas,TX,0,0.653683861655598,0.7195010742543875,0.3634194458561571,0.5788681272553808
Eastern Mennonite University,VA,0,0.45782666253494875,0.8668287024404373,0.411798230082583,0.5788178650193231
Perry Technical Institute,WA,0,0.653683861655598,0.6664835127839555,0.41612164427805143,0.5787630062392016
Galen College of Nursing-Tampa Bay,FL,0,0.6195422961560745,0.786828531656456,0.32969897774049584,0.5786899351843421
MotoRing Technical Training Institute,RI,0,0.653683861655598,0.6926397900410096,0.3895971273671702,0.578640259687926
William James College,MA,0,0.653683861655598,0.7143738118268734,0.367837401614961,0.5786316916991442
UEI College-Tacoma,WA,0,0.653683861655598,0.7413690139548246,0.340835986029261,0.5786296205465612
Sutter County Career Training Center,CA,0,0.653683861655598,0.7300980529343815,0.35201863061533123,0.5786001817351035
The Beauty Institute-Ambler,PA,0,0.653683861655598,0.758236433980805,0.3238774132115164,0.5785992362826398
Washburn University,KS,1,0.6409125625500832,0.7237636160521808,0.37105167414893864,0.5785759509170675
Colorado Northwestern Community College,CO,1,0.7104906072800201,0.6488029575627715,0.3762971086060988,0.5785302244829635
Conservatory of Recording Arts and Sciences,AZ,0,0.653683861655598,0.7226588277314869,0.35924343575935797,0.5785287083821476
Adult and Continuing Education-BCTS,NJ,1,0.653683861655598,0.6881675963623983,0.3936752403752969,0.5785088994644311
The University of Aesthetics & Cosmetology,IL,0,0.653683861655598,0.7139822995373832,0.367837401614961,0.5785011876026475
Immokalee Technical College,FL,1,0.653683861655598,0.7219079308679435,0.3598671800671853,0.5784863241969089
Ross Medical Education Center-Niles,OH,0,0.653683861655598,0.7430669598371804,0.338665467720409,0.5784720964043958
Central Oregon Community College,OR,1,0.6974318221736906,0.6742920259685388,0.3634697929303315,0.5783978803575203
Bismarck State College,ND,1,0.7483612243996824,0.5974194983975228,0.3893464551777117,0.578375725991639
Shorter University,GA,0,0.592124753886144,0.7944105549591283,0.34858059702976196,0.5783719686250114
Florida Academy,FL,0,0.653683861655598,0.713514345127858,0.367837401614961,0.5783452027994723
Bryant & Stratton College-Buffalo,NY,0,0.6578750048389072,0.731434431961415,0.3456469286725929,0.5783187884909716
Lincoln Technical Institute-Paramus,NJ,0,0.653683861655598,0.7374533243229695,0.34381765164425626,0.5783182792076079
Radford University,VA,1,0.5907877893492564,0.748786895202016,0.3953512732522238,0.5783086526011654
Ogle School Hair Skin Nails-Hurst,TX,0,0.653683861655598,0.738549550358221,0.3426261042221287,0.5782865054119827
Manatee Technical College,FL,1,0.653683861655598,0.7199300901482582,0.361201377532807,0.5782717764455544
Ross Medical Education Center-Taylor,MI,0,0.653683861655598,0.7412793696233104,0.33980946512803856,0.5782575654689823
Aims Community College,CO,1,0.7224272890518517,0.6864413990262812,0.32588469161877803,0.578251126565637
Aveda Institute-Tucson,AZ,0,0.653683861655598,0.7131363982255656,0.367837401614961,0.5782192204987082
MyComputerCareer at Raleigh,NC,0,0.653683861655598,0.7130440794230083,0.367837401614961,0.5781884475645224
SAE Institute of Technology-Nashville,TN,0,0.6564110492745647,0.7129855461017001,0.3651592169748504,0.5781852707837051
Eastwick College-Nutley,NJ,0,0.6786967596012192,0.681485169832658,0.3743419638923261,0.5781746311087345
Institute of Health Sciences,MD,0,0.6557997939670123,0.7108816997530345,0.367837401614961,0.5781729651116693
Prism Career Institute-West Atlantic City,NJ,0,0.653683861655598,0.7352978642040724,0.3453812080033391,0.5781209779543365
Eastern Oklahoma County Technology Center,OK,1,0.653683861655598,0.6879894882680091,0.39247809883381657,0.5780504829191412
La James International College-Davenport,IA,0,0.653683861655598,0.7606944135234622,0.31973217077115723,0.5780368153167391
Clovis Adult Education,CA,1,0.653683861655598,0.6857296985248179,0.3946793847991086,0.5780309816598415
Kankakee Community College,IL,1,0.6630567138940395,0.7078547966734938,0.36298590160632194,0.5779658040579517
H Councill Trenholm State Community College,AL,1,0.7671862835956191,0.6221203987372436,0.344570060697196,0.5779589143433529
Illinois Valley Community College,IL,1,0.7331088460496997,0.6320398572924135,0.36870029452511666,0.5779496659557433
Pacific College,CA,0,0.653683861655598,0.629566856769737,0.4505254782972267,0.5779253989075206
Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,MI,0,0.653683861655598,0.7247004518291207,0.35538069634631075,0.5779216699436764
Nova Academy of Cosmetology Woodbury,MN,0,0.653683861655598,0.7360049256941957,0.34394911344904494,0.5778793002662795
Robert Fiance Beauty Schools,FL,0,0.653683861655598,0.7487462651326221,0.331077044818456,0.5778357238688921
Highlands College of Montana Tech,MT,1,0.7199010209464645,0.6069885688925266,0.4065137442897695,0.5778011113762535
National Personal Training Institute,FL,0,0.653683861655598,0.711874224856784,0.367837401614961,0.5777984960424477
Northwest College-Beaverton,OR,0,0.653683861655598,0.7567868072131716,0.3228592834893229,0.5777766507860308
Garrett College,MD,1,0.7538104513503305,0.6246654141557543,0.35475135791913076,0.5777424078084052
Ogle School Hair Skin Nails-North Dallas,TX,0,0.653683861655598,0.749783311101119,0.3297512385318634,0.5777394704295268
Pima Medical Institute-Albuquerque,NM,0,0.653683861655598,0.7384850691227309,0.3410289831469296,0.5777326379750861
Southern Worcester County Regional Vocational School District,MA,1,0.653683861655598,0.7116322887454765,0.367837401614961,0.5777178506720119
Trinity Washington University,DC,0,0.5843127730599051,0.7589141812995168,0.38991048273458606,0.577712479031336
Cortiva Institute,FL,0,0.653683861655598,0.7430278267091844,0.3362376199213323,0.5776497694287048
Molloy College,NY,0,0.49341015905176555,0.7442994800145915,0.4952393371598177,0.5776496587420582
Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,LA,0,0.653683861655598,0.6147339410960762,0.46453035609673976,0.5776493862828046
Aveda Arts & Sciences Institute-Covington,LA,0,0.653683861655598,0.7398529537656721,0.3393982973556143,0.5776450375922948
AdventHealth University,FL,0,0.5913313477941599,0.7877792493820486,0.35371255264632084,0.5776077166075098
Concordia University-Saint Paul,MN,0,0.5905700447878605,0.7502581272462425,0.391976504294567,0.5776015587762234
Illinois Central College,IL,1,0.7056021632425054,0.6680310551868809,0.35906722099974764,0.5775668131430446
Empire State University,NY,1,0.6708873830510689,0.7682399077239859,0.29340379945311196,0.5775103634093889
Evvaylois Academy School of Beauty,TX,0,0.653683861655598,0.7108667754870142,0.367837401614961,0.5774626795858577
Empire Beauty School-Peekskill,NY,0,0.653683861655598,0.7460569754756605,0.3326350070581861,0.5774586147298149
Professional Golfers Career College,CA,0,0.6208139558016025,0.7280143452018041,0.38343800195983496,0.5774221009877472
University of Saint Mary,KS,0,0.5180808059712575,0.835001964565957,0.3791454039349132,0.5774093914907092
Intellitec College-Colorado Springs,CO,0,0.653683861655598,0.705943121502081,0.37250149862528414,0.5773761605943211
Eagle Gate College-Murray,UT,0,0.623774015879988,0.7814398663780839,0.32687359537931465,0.5773624925457955
Western Colorado University,CO,1,0.6028280572457407,0.7521688002376827,0.37707457490613466,0.5773571441298527
Aveda Institute-Columbus,OH,0,0.653683861655598,0.7391170746235183,0.3391102002089496,0.5773037121626886
Aveda Arts & Sciences Institute Seattle,WA,0,0.653683861655598,0.7327743341600175,0.3454315550775135,0.577296583631043
University of the West,CA,0,0.6690250667856293,0.8303187049775194,0.23250990654882903,0.5772845594373258
UEI College-Mesa,AZ,0,0.653683861655598,0.7364843823678009,0.34165552451443326,0.5772745895126107
University of North Florida,FL,1,0.6357648833575401,0.6606192989077675,0.435407639159778,0.5772639404750285
